sample #',V5',V2'
285900,1011,1087
285910,1000,1079
285920,990,1066
285930,984,1049
285940,983,1046
285950,976,1044
285960,978,1037
285970,977,1043
285980,971,1037
285990,970,1032
286000,971,1033
286010,968,1031
286020,969,1029
286030,995,1038
286040,1016,1075
286050,981,1042
286060,900,1021
286070,875,954
286080,939,923
286090,980,1006
286100,992,1016
286110,1013,1042
286120,1008,1045
286130,1011,1052
286140,1023,1059
286150,1031,1077
286160,1031,1092
286170,1030,1095
286180,1022,1098
286190,1006,1087
286200,996,1069
286210,992,1060
286220,983,1051
286230,980,1043
286240,979,1046
286250,972,1043
286260,972,1038
286270,976,1043
286280,972,1040
286290,971,1036
286300,972,1037
286310,981,1040
286320,1020,1083
286330,995,1055
286340,944,1038
286350,871,994
286360,896,925
286370,970,969
286380,988,1009
286390,997,1034
286400,1005,1056
286410,1015,1056
286420,1027,1067
286430,1034,1078
286440,1033,1083
286450,1039,1100
286460,1038,1107
286470,1024,1106
286480,1012,1097
286490,998,1079
286500,992,1062
286510,992,1057
286520,985,1053
286530,979,1049
286540,978,1051
286550,972,1047
286560,971,1042
286570,974,1043
286580,969,1040
286590,970,1037
286600,998,1045
286610,1020,1086
286620,966,1039
286630,885,1007
286640,843,953
286650,908,882
286660,979,981
286670,991,1018
286680,1002,1045
286690,1017,1060
286700,1023,1067
286710,1026,1071
286720,1031,1093
286730,1040,1105
286740,1048,1113
286750,1057,1121
286760,1023,1107
286770,1004,1083
286780,999,1070
286790,988,1056
286800,982,1047
286810,980,1049
286820,976,1045
286830,973,1043
286840,975,1045
286850,970,1044
286860,966,1038
286870,967,1042
286880,971,1042
286890,1101,1205
286900,1000,1075
286910,951,1041
286920,865,1005
286930,859,937
286940,934,916
286950,969,1003
286960,981,1025
286970,998,1049
286980,999,1049
286990,1010,1061
287000,1016,1068
287010,1021,1076
287020,1029,1092
287030,1031,1103
287040,1023,1101
287050,1010,1096
287060,993,1084
287070,987,1070
287080,991,1058
287090,996,1051
287100,983,1045
287110,980,1042
287120,975,1040
287130,971,1034
287140,973,1039
287150,971,1035
287160,973,1033
287170,979,1039
287180,1049,1066
287190,1300,1121
287200,1025,983
287210,968,1040
287220,966,1032
287230,962,1031
287240,954,1026
287250,946,1021
287260,944,1020
287270,935,1014
287280,933,1011
287290,934,1013
287300,939,1021
287310,949,1027
287320,969,1045
287330,980,1051
287340,980,1045
287350,983,1049
287360,980,1044
287370,980,1042
287380,984,1047
287390,982,1043
287400,980,1040
287410,981,1045
287420,978,1046
287430,987,1039
287440,1000,1040
287450,985,1039
287460,984,1032
287470,985,1035
287480,986,1034
287490,989,1037
287500,1243,1102
287510,1246,1138
287520,1051,973
287530,975,1036
287540,972,1032
287550,961,1025
287560,958,1027
287570,952,1024
287580,945,1016
287590,947,1020
287600,944,1018
287610,948,1018
287620,957,1027
287630,968,1043
287640,982,1054
287650,990,1057
287660,982,1054
287670,978,1046
287680,980,1050
287690,975,1049
287700,971,1047
287710,978,1051
287720,976,1050
287730,972,1047
287740,971,1052
287750,977,1048
287760,988,1045
287770,986,1047
287780,981,1042
287790,1073,1061
287800,1021,1081
287810,990,1048
287820,944,1043
287830,960,1043
287840,956,975
287850,964,1020
287860,988,1041
287870,987,1038
287880,990,1038
287890,998,1040
287900,1003,1041
287910,1011,1047
287920,1018,1056
287930,1017,1062
287940,1010,1063
287950,1003,1065
287960,990,1060
287970,987,1055
287980,987,1052
287990,984,1051
288000,983,1050
288010,985,1052
288020,980,1051
288030,979,1048
288040,981,1049
288050,973,1051
288060,973,1051
288070,982,1051
288080,1131,1075
288090,1030,1081
288100,1000,1057
288110,927,1035
288120,878,979
288130,915,926
288140,971,979
288150,988,1018
288160,999,1044
288170,1012,1055
288180,1020,1061
288190,1030,1076
288200,1035,1086
288210,1032,1091
288220,1028,1099
288230,1015,1091
288240,999,1076
288250,995,1069
288260,988,1061
288270,988,1051
288280,985,1055
288290,984,1053
288300,982,1048
288310,984,1050
288320,978,1048
288330,972,1042
288340,976,1045
288350,977,1046
288360,988,1051
288370,1030,1093
288380,1007,1067
288390,969,1047
288400,891,1002
288410,918,928
288420,976,992
288430,991,1019
288440,998,1043
288450,1008,1049
288460,1021,1061
288470,1024,1067
288480,1027,1075
288490,1033,1090
288500,1029,1100
288510,1019,1094
288520,1006,1087
288530,996,1073
288540,989,1061
288550,989,1059
288560,985,1053
288570,986,1048
288580,984,1052
288590,983,1053
288600,981,1048
288610,981,1047
288620,979,1047
288630,976,1041
288640,979,1049
288650,1020,1057
288660,1024,1085
288670,991,1065
288680,909,1043
288690,887,985
288700,948,917
288710,979,1009
288720,989,1018
288730,1011,1048
288740,1016,1056
288750,1021,1060
288760,1029,1075
288770,1034,1087
288780,1039,1099
288790,1040,1112
288800,1025,1107
288810,1007,1093
288820,998,1079
288830,990,1065
288840,985,1055
288850,983,1055
288860,980,1051
288870,977,1047
288880,980,1049
288890,979,1045
288900,975,1041
288910,972,1042
288920,974,1041
288930,978,1040
288940,1062,1179
288950,1002,1069
288960,948,1031
288970,861,1008
288980,859,944
288990,940,923
289000,985,1013
289010,1002,1031
289020,1021,1050
289030,1027,1056
289040,1030,1066
289050,1037,1072
289060,1049,1089
289070,1053,1102
289080,1051,1105
289090,1041,1103
289100,1021,1089
289110,1008,1072
289120,1004,1063
289130,994,1059
289140,990,1048
289150,990,1051
289160,987,1049
289170,982,1045
289180,985,1046
289190,983,1043
289200,979,1040
289210,981,1044
289220,982,1042
289230,1220,1122
289240,1024,1075
289250,1001,1053
289260,937,1028
289270,877,990
289280,890,934
289290,962,950
289300,988,1014
289310,991,1029
289320,1000,1049
289330,1012,1055
289340,1023,1061
289350,1037,1065
289360,1035,1078
289370,1034,1081
289380,1034,1089
289390,1034,1096
289400,1022,1091
289410,1009,1074
289420,1002,1065
289430,997,1056
289440,994,1044
289450,994,1044
289460,988,1043
289470,982,1041
289480,983,1041
289490,982,1038
289500,977,1033
289510,980,1035
289520,979,1034
289530,977,1032
289540,991,1036
289550,1033,1081
289560,1006,1048
289570,967,1032
289580,889,999
289590,899,921
289600,975,959
289610,994,1003
289620,996,1013
289630,1017,1038
289640,1017,1044
289650,1022,1049
289660,1024,1067
289670,1040,1073
289680,1047,1083
289690,1053,1095
289700,1033,1092
289710,1013,1077
289720,1007,1063
289730,998,1051
289740,991,1039
289750,991,1038
289760,985,1034
289770,984,1028
289780,982,1031
289790,979,1031
289800,975,1026
289810,977,1028
289820,976,1030
289830,976,1027
289840,999,1035
289850,1025,1075
289860,986,1039
289870,930,1023
289880,883,964
289890,929,899
289900,978,997
289910,985,1009
289920,1001,1032
289930,1008,1043
289940,1015,1053
289950,1022,1058
289960,1033,1075
289970,1037,1090
289980,1038,1101
289990,1039,1114
290000,1026,1102
290010,1018,1079
290020,1001,1067
290030,992,1052
290040,987,1042
290050,987,1043
290060,983,1040
290070,974,1038
290080,978,1036
290090,979,1035
290100,975,1034
290110,1043,1072
290120,1247,1110
290130,935,942
290140,930,1007
290150,929,1006
290160,930,1001
290170,930,1002
290180,926,999
290190,922,997
290200,919,996
290210,922,999
290220,934,1008
290230,954,1025
290240,968,1041
290250,979,1043
290260,982,1043
290270,981,1042
290280,979,1037
290290,981,1041
290300,980,1042
290310,979,1039
290320,979,1044
290330,985,1043
290340,996,1038
290350,987,1036
290360,982,1034
290370,985,1031
290380,988,1034
290390,989,1043
290400,1093,1064
290410,1247,1084
290420,985,1019
290430,981,1045
290440,979,1039
290450,972,1035
290460,961,1030
290470,959,1027
290480,956,1025
290490,954,1020
290500,959,1027
290510,964,1033
290520,979,1039
290530,992,1052
290540,993,1054
290550,992,1049
290560,993,1047
290570,990,1045
290580,987,1042
290590,992,1044
290600,990,1045
290610,989,1045
290620,987,1052
290630,991,1046
290640,997,1038
290650,1001,1042
290660,988,1036
290670,987,1033
290680,987,1034
290690,992,1038
290700,1054,1049
290710,1125,1103
290720,1233,1116
290730,980,990
290740,970,1035
290750,964,1026
290760,958,1021
290770,956,1025
290780,950,1019
290790,944,1014
290800,941,1018
290810,947,1021
290820,951,1023
290830,974,1041
290840,985,1052
290850,984,1047
290860,987,1046
290870,981,1045
290880,976,1039
290890,978,1042
290900,977,1042
290910,974,1038
290920,980,1041
290930,975,1049
290940,976,1039
290950,986,1041
290960,995,1049
290970,979,1036
290980,987,1039
290990,1153,1214
291000,1017,1071
291010,987,1059
291020,960,1051
291030,1010,1034
291040,970,1000
291050,983,1037
291060,988,1032
291070,997,1034
291080,1000,1038
291090,999,1037
291100,1011,1042
291110,1016,1052
291120,1016,1054
291130,1020,1061
291140,1005,1062
291150,997,1055
291160,997,1053
291170,991,1049
291180,986,1044
291190,989,1048
291200,981,1049
291210,981,1042
291220,984,1046
291230,985,1046
291240,976,1047
291250,983,1050
291260,986,1046
291270,1036,1054
291280,1029,1083
291290,1006,1052
291300,952,1029
291310,871,997
291320,880,943
291330,945,925
291340,982,1011
291350,983,1029
291360,995,1047
291370,1009,1055
291380,1013,1057
291390,1015,1064
291400,1024,1071
291410,1024,1081
291420,1024,1083
291430,1017,1085
291440,1003,1077
291450,986,1062
291460,981,1057
291470,978,1051
291480,978,1041
291490,981,1041
291500,976,1045
291510,974,1039
291520,977,1042
291530,974,1040
291540,971,1035
291550,970,1034
291560,975,1034
291570,971,1032
291580,977,1043
291590,1023,1119
291600,1014,1066
291610,1002,1054
291620,917,1031
291630,884,976
291640,925,910
291650,965,988
291660,975,1004
291670,980,1019
291680,993,1037
291690,1000,1040
291700,1008,1048
291710,1012,1061
291720,1013,1067
291730,1017,1079
291740,1010,1080
291750,992,1068
291760,985,1061
291770,980,1051
291780,970,1042
291790,972,1039
291800,969,1040
291810,966,1033
291820,965,1038
291830,960,1038
291840,959,1031
291850,959,1032
291860,958,1035
291870,953,1029
291880,960,1034
291890,1024,1050
291900,995,1069
291910,978,1055
291920,924,1038
291930,872,992
291940,906,928
291950,958,981
291960,964,999
291970,972,1020
291980,982,1035
291990,986,1037
292000,994,1050
292010,993,1064
292020,1001,1070
292030,1008,1084
292040,991,1083
292050,980,1068
292060,973,1059
292070,968,1051
292080,963,1043
292090,965,1040
292100,958,1039
292110,961,1034
292120,962,1035
292130,964,1035
292140,963,1032
292150,967,1030
292160,964,1033
292170,967,1030
292180,1047,1171
292190,990,1062
292200,928,1023
292210,855,988
292220,869,919
292230,954,946
292240,981,1003
292250,1004,1029
292260,1005,1041
292270,1013,1042
292280,1019,1057
292290,1026,1062
292300,1033,1074
292310,1039,1087
292320,1034,1089
292330,1022,1085
292340,1003,1074
292350,991,1056
292360,986,1049
292370,984,1043
292380,976,1039
292390,976,1042
292400,973,1040
292410,968,1035
292420,971,1035
292430,967,1037
292440,963,1032
292450,968,1033
292460,1092,1063
292470,1005,1065
292480,978,1043
292490,880,1016
292500,855,959
292510,920,918
292520,961,1006
292530,964,1014
292540,984,1042
292550,998,1047
292560,1007,1047
292570,1014,1054
292580,1013,1062
292590,1012,1068
292600,1017,1078
292610,1011,1080
292620,997,1070
292630,986,1062
292640,982,1050
292650,972,1041
292660,971,1039
292670,970,1038
292680,963,1035
292690,964,1034
292700,957,1035
292710,954,1030
292720,957,1031
292730,957,1033
292740,966,1034
292750,1017,1078
292760,994,1055
292770,952,1035
292780,873,1014
292790,869,947
292800,940,951
292810,964,1003
292820,969,1015
292830,982,1033
292840,990,1042
292850,996,1051
292860,996,1061
292870,1013,1069
292880,1022,1081
292890,1027,1090
292900,1008,1085
292910,992,1072
292920,981,1055
292930,978,1048
292940,973,1040
292950,965,1036
292960,963,1034
292970,963,1033
292980,959,1032
292990,959,1031
293000,960,1032
293010,956,1026
293020,961,1031
293030,1136,1079
293040,993,1064
293050,973,1043
293060,894,1023
293070,869,969
293080,920,915
293090,958,1001
293100,963,1004
293110,980,1029
293120,991,1037
293130,995,1042
293140,1003,1051
293150,1011,1064
293160,1014,1078
293170,1023,1096
293180,1013,1096
293190,1005,1080
293200,1000,1071
293210,979,1053
293220,969,1038
293230,973,1039
293240,967,1038
293250,961,1033
293260,962,1032
293270,963,1036
293280,997,1053
293290,1209,1087
293300,990,931
293310,909,1003
293320,912,1001
293330,912,1004
293340,903,1001
293350,899,998
293360,898,1001
293370,894,995
293380,895,1000
293390,905,1013
293400,924,1024
293410,947,1042
293420,956,1048
293430,955,1043
293440,960,1044
293450,956,1044
293460,955,1040
293470,958,1040
293480,960,1043
293490,958,1041
293500,960,1046
293510,955,1050
293520,955,1041
293530,967,1040
293540,965,1042
293550,954,1033
293560,958,1036
293570,958,1039
293580,958,1036
293590,962,1048
293600,1055,1071
293610,1251,1136
293620,964,998
293630,949,1048
293640,942,1036
293650,941,1035
293660,934,1038
293670,929,1027
293680,928,1028
293690,925,1024
293700,923,1023
293710,929,1027
293720,939,1036
293730,948,1040
293740,964,1053
293750,966,1055
293760,963,1047
293770,963,1048
293780,959,1046
293790,955,1041
293800,958,1045
293810,957,1049
293820,958,1046
293830,962,1045
293840,957,1051
293850,957,1040
293860,967,1040
293870,969,1045
293880,956,1031
293890,959,1032
293900,966,1036
293910,1171,1101
293920,1007,1077
293930,1089,1081
293940,1134,1088
293950,939,987
293960,943,1031
293970,938,1019
293980,941,1018
293990,937,1017
294000,930,1014
294010,935,1012
294020,930,1016
294030,933,1012
294040,946,1022
294050,959,1034
294060,963,1040
294070,968,1045
294080,967,1041
294090,960,1035
294100,959,1033
294110,956,1034
294120,952,1029
294130,958,1031
294140,958,1034
294150,955,1033
294160,954,1036
294170,962,1032
294180,973,1028
294190,967,1030
294200,976,1033
294210,1014,1069
294220,994,1051
294230,959,1040
294240,874,1025
294250,909,1006
294260,963,965
294270,954,1019
294280,975,1023
294290,979,1026
294300,982,1028
294310,995,1032
294320,1002,1040
294330,1007,1044
294340,1014,1053
294350,1004,1056
294360,991,1050
294370,975,1048
294380,969,1044
294390,965,1037
294400,968,1034
294410,965,1035
294420,962,1030
294430,960,1033
294440,962,1035
294450,958,1031
294460,961,1031
294470,956,1033
294480,952,1033
294490,965,1031
294500,1097,1181
294510,994,1056
294520,959,1030
294530,872,1003
294540,855,936
294550,921,906
294560,962,997
294570,963,1010
294580,991,1035
294590,1001,1042
294600,1006,1048
294610,1017,1059
294620,1019,1070
294630,1014,1072
294640,1006,1067
294650,986,1060
294660,972,1044
294670,967,1035
294680,961,1034
294690,955,1025
294700,960,1028
294710,956,1028
294720,952,1023
294730,951,1023
294740,950,1026
294750,944,1019
294760,947,1021
294770,948,1025
294780,1057,1045
294790,985,1066
294800,975,1048
294810,905,1021
294820,871,971
294830,911,905
294840,943,983
294850,953,997
294860,966,1021
294870,970,1024
294880,981,1030
294890,988,1042
294900,991,1051
294910,997,1062
294920,1000,1069
294930,988,1065
294940,976,1057
294950,966,1047
294960,958,1035
294970,962,1030
294980,960,1031
294990,954,1024
295000,959,1028
295010,953,1029
295020,951,1023
295030,950,1026
295040,952,1027
295050,949,1020
295060,952,1024
295070,1139,1081
295080,989,1058
295090,968,1045
295100,884,1033
295110,872,954
295120,947,938
295130,965,998
295140,960,999
295150,978,1022
295160,985,1032
295170,991,1034
295180,1002,1047
295190,1008,1059
295200,1008,1068
295210,1009,1073
295220,995,1073
295230,982,1058
295240,976,1048
295250,971,1042
295260,965,1035
295270,960,1037
295280,959,1026
295290,951,1026
295300,955,1029
295310,957,1030
295320,955,1027
295330,956,1026
295340,957,1030
295350,1113,1065
295360,995,1066
295370,973,1050
295380,890,1025
295390,873,973
295400,926,931
295410,962,1002
295420,975,1011
295430,1001,1041
295440,995,1038
295450,1004,1046
295460,1013,1062
295470,1014,1066
295480,1033,1083
295490,1028,1093
295500,1014,1082
295510,1000,1070
295520,989,1060
295530,983,1047
295540,981,1041
295550,979,1042
295560,971,1037
295570,971,1037
295580,966,1040
295590,965,1033
295600,967,1029
295610,970,1033
295620,966,1030
295630,971,1028
295640,1154,1087
295650,1005,1066
295660,978,1039
295670,915,1013
295680,849,981
295690,873,922
295700,947,927
295710,973,1002
295720,984,1015
295730,1008,1044
295740,1008,1052
295750,1020,1054
295760,1032,1062
295770,1044,1071
295780,1042,1076
295790,1045,1088
295800,1034,1087
295810,1025,1079
295820,1006,1073
295830,995,1053
295840,989,1047
295850,984,1042
295860,975,1038
295870,974,1036
295880,973,1037
295890,966,1034
295900,966,1031
295910,964,1033
295920,960,1029
295930,962,1029
295940,963,1032
295950,983,1033
295960,1017,1074
295970,1000,1050
295980,954,1031
295990,878,1002
296000,880,938
296010,947,957
296020,968,1000
296030,972,1014
296040,983,1030
296050,993,1037
296060,1000,1045
296070,1003,1053
296080,1010,1064
296090,1020,1073
296100,1028,1074
296110,1024,1075
296120,1002,1069
296130,986,1051
296140,980,1038
296150,977,1036
296160,968,1027
296170,966,1024
296180,963,1027
296190,957,1022
296200,960,1021
296210,959,1023
296220,953,1018
296230,954,1021
296240,958,1022
296250,1139,1057
296260,991,1055
296270,975,1040
296280,898,1017
296290,870,956
296300,930,922
296310,956,989
296320,963,997
296330,979,1021
296340,981,1025
296350,994,1034
296360,996,1044
296370,1004,1051
296380,1014,1062
296390,1020,1074
296400,1003,1076
296410,991,1072
296420,986,1059
296430,985,1045
296440,976,1038
296450,965,1033
296460,960,1023
296470,958,1024
296480,960,1026
296490,954,1022
296500,963,1023
296510,1004,1042
296520,1218,1088
296530,976,933
296540,912,999
296550,907,992
296560,908,993
296570,907,997
296580,902,992
296590,899,990
296600,898,990
296610,898,993
296620,908,1002
296630,923,1026
296640,944,1032
296650,958,1033
296660,968,1042
296670,960,1034
296680,962,1031
296690,960,1036
296700,963,1041
296710,965,1032
296720,971,1042
296730,965,1044
296740,972,1034
296750,982,1036
296760,977,1033
296770,974,1030
296780,972,1031
296790,972,1031
296800,975,1031
296810,1013,1056
296820,1244,1168
296830,1089,987
296840,963,1037
296850,960,1033
296860,958,1029
296870,951,1031
296880,946,1028
296890,941,1019
296900,939,1020
296910,939,1021
296920,945,1023
296930,957,1034
296940,974,1046
296950,983,1057
296960,980,1057
296970,974,1048
296980,973,1044
296990,969,1049
297000,966,1045
297010,970,1045
297020,971,1048
297030,970,1044
297040,969,1042
297050,966,1050
297060,969,1040
297070,980,1040
297080,977,1041
297090,969,1038
297100,975,1038
297110,1017,1117
297120,1010,1063
297130,988,1063
297140,975,1054
297150,1000,1033
297160,946,998
297170,963,1033
297180,964,1025
297190,968,1021
297200,970,1028
297210,972,1024
297220,977,1026
297230,983,1033
297240,986,1039
297250,989,1046
297260,981,1050
297270,970,1047
297280,970,1044
297290,968,1046
297300,960,1036
297310,963,1037
297320,964,1041
297330,959,1036
297340,959,1036
297350,960,1046
297360,957,1039
297370,968,1037
297380,980,1043
297390,1125,1060
297400,999,1068
297410,989,1058
297420,911,1037
297430,877,992
297440,911,929
297450,965,1013
297460,965,1014
297470,979,1035
297480,987,1036
297490,998,1042
297500,1009,1054
297510,1010,1060
297520,1016,1068
297530,1014,1077
297540,992,1067
297550,977,1059
297560,970,1050
297570,961,1045
297580,963,1040
297590,965,1040
297600,957,1038
297610,956,1036
297620,958,1042
297630,956,1038
297640,958,1037
297650,961,1038
297660,950,1045
297670,972,1044
297680,1022,1089
297690,999,1063
297700,957,1048
297710,883,1026
297720,883,962
297730,949,953
297740,965,1009
297750,963,1012
297760,976,1037
297770,991,1045
297780,996,1049
297790,1002,1056
297800,1012,1069
297810,1007,1076
297820,1008,1081
297830,1002,1086
297840,981,1074
297850,972,1067
297860,969,1059
297870,967,1048
297880,962,1047
297890,966,1047
297900,959,1044
297910,962,1043
297920,962,1045
297930,958,1042
297940,959,1040
297950,960,1038
297960,954,1039
297970,960,1038
297980,973,1045
297990,1009,1102
298000,977,1068
298010,939,1048
298020,866,1025
298030,875,966
298040,932,908
298050,966,991
298060,976,1008
298070,993,1035
298080,996,1043
298090,1004,1049
298100,1014,1060
298110,1013,1070
298120,1019,1076
298130,1026,1092
298140,1011,1088
298150,999,1084
298160,988,1072
298170,979,1059
298180,976,1051
298190,976,1051
298200,969,1044
298210,970,1045
298220,971,1040
298230,964,1040
298240,965,1035
298250,965,1035
298260,962,1035
298270,967,1032
298280,970,1035
298290,1022,1041
298300,1013,1077
298310,992,1049
298320,936,1030
298330,865,998
298340,875,942
298350,951,955
298360,981,1004
298370,1001,1028
298380,995,1035
298390,1001,1037
298400,1009,1049
298410,1012,1055
298420,1019,1067
298430,1025,1077
298440,1011,1077
298450,1000,1068
298460,992,1060
298470,980,1048
298480,976,1041
298490,978,1042
298500,971,1035
298510,971,1032
298520,970,1034
298530,966,1030
298540,963,1026
298550,966,1028
298560,964,1028
298570,966,1026
298580,1045,1045
298590,1004,1061
298600,986,1044
298610,916,1026
298620,881,976
298630,927,908
298640,970,997
298650,977,1000
298660,988,1023
298670,995,1036
298680,1009,1040
298690,1026,1045
298700,1030,1058
298710,1026,1064
298720,1027,1071
298730,1023,1075
298740,1005,1067
298750,993,1056
298760,988,1048
298770,982,1037
298780,979,1034
298790,974,1033
298800,970,1029
298810,969,1027
298820,967,1029
298830,962,1027
298840,965,1024
298850,967,1029
298860,967,1027
298870,1025,1123
298880,998,1055
298890,959,1034
298900,879,1009
298910,883,940
298920,957,962
298930,976,999
298940,981,1013
298950,996,1031
298960,1002,1033
298970,1009,1047
298980,1010,1056
298990,1019,1068
299000,1031,1077
299010,1034,1083
299020,1016,1077
299030,998,1066
299040,983,1050
299050,977,1036
299060,974,1039
299070,971,1032
299080,970,1032
299090,967,1030
299100,962,1029
299110,963,1027
299120,966,1028
299130,961,1028
299140,963,1029
299150,982,1035
299160,1014,1070
299170,970,1039
299180,922,1023
299190,854,993
299200,878,923
299210,959,945
299220,972,1002
299230,984,1015
299240,999,1042
299250,999,1042
299260,1008,1053
299270,1018,1062
299280,1022,1072
299290,1028,1087
299300,1026,1098
299310,1011,1095
299320,995,1084
299330,992,1067
299340,997,1053
299350,984,1045
299360,976,1041
299370,973,1038
299380,969,1035
299390,967,1035
299400,965,1033
299410,969,1030
299420,1001,1052
299430,1203,1088
299440,1089,974
299450,932,1022
299460,926,1012
299470,924,1010
299480,919,1010
299490,908,1003
299500,906,999
299510,903,998
299520,900,997
299530,912,1006
299540,931,1023
299550,947,1035
299560,953,1038
299570,957,1039
299580,954,1037
299590,954,1036
299600,957,1038
299610,956,1039
299620,958,1034
299630,965,1039
299640,959,1041
299650,962,1032
299660,976,1037
299670,966,1032
299680,964,1027
299690,967,1030
299700,964,1030
299710,971,1032
299720,1226,1122
299730,1257,1129
299740,983,980
299750,954,1038
299760,942,1031
299770,942,1024
299780,937,1025
299790,930,1022
299800,927,1019
299810,927,1019
299820,926,1019
299830,937,1023
299840,951,1037
299850,960,1046
299860,967,1050
299870,970,1047
299880,964,1044
299890,960,1040
299900,960,1039
299910,957,1040
299920,958,1040
299930,962,1043
299940,963,1041
299950,963,1041
299960,960,1046
299970,961,1039
299980,970,1032
299990,980,1037
300000,965,1021
300010,965,1015
300020,988,1025
300030,1021,1065
300040,1000,1042
300050,969,1047
300060,950,1037
300070,998,1053
300080,933,964
300090,950,1017
300100,958,1011
300110,961,1012
300120,961,1011
300130,965,1009
300140,971,1013
300150,974,1014
300160,977,1018
300170,981,1027
300180,980,1032
300190,976,1035
300200,970,1037
300210,960,1035
300220,959,1028
300230,959,1031
300240,957,1029
300250,955,1027
300260,957,1030
300270,953,1028
300280,954,1027
300290,955,1030
300300,948,1034
300310,954,1027
300320,966,1031
300330,1028,1045
300340,997,1063
300350,980,1045
300360,936,1032
300370,860,1006
300380,867,960
300390,925,931
300400,954,998
300410,960,1008
300420,974,1032
300430,984,1037
300440,996,1046
300450,1002,1055
300460,1007,1063
300470,1019,1078
300480,1005,1080
300490,995,1076
300500,977,1066
300510,964,1052
300520,960,1041
300530,960,1040
300540,958,1037
300550,956,1033
300560,953,1037
300570,953,1034
300580,952,1033
300590,953,1033
300600,951,1030
300610,953,1030
300620,962,1037
300630,990,1104
300640,977,1060
300650,939,1035
300660,855,1012
300670,846,946
300680,920,907
300690,953,993
300700,961,1012
300710,982,1036
300720,986,1042
300730,996,1050
300740,1004,1062
300750,1001,1072
300760,1010,1082
300770,1003,1090
300780,990,1084
300790,976,1070
300800,970,1061
300810,961,1049
300820,958,1044
300830,959,1046
300840,954,1043
300850,956,1040
300860,955,1042
300870,950,1036
300880,950,1034
300890,950,1039
300900,949,1035
300910,948,1034
300920,1179,1128
300930,984,1075
300940,960,1053
300950,880,1035
300960,845,984
300970,913,933
300980,963,1015
300990,956,1023
301000,970,1039
301010,977,1050
301020,980,1054
301030,988,1061
301040,996,1078
301050,994,1091
301060,993,1093
301070,980,1089
301080,967,1075
301090,958,1060
301100,955,1057
301110,948,1048
301120,947,1044
301130,946,1048
301140,941,1040
301150,942,1039
301160,944,1039
301170,939,1034
301180,942,1035
301190,944,1036
301200,953,1040
301210,999,1079
301220,966,1053
301230,915,1037
301240,853,998
301250,878,921
301260,941,992
301270,955,1016
301280,968,1038
301290,980,1046
301300,999,1058
301310,996,1063
301320,998,1070
301330,1005,1078
301340,1009,1091
301350,998,1092
301360,984,1085
301370,973,1074
301380,965,1062
301390,958,1053
301400,958,1051
301410,953,1047
301420,951,1043
301430,952,1043
301440,945,1040
301450,948,1038
301460,949,1035
301470,947,1037
301480,948,1036
301490,1032,1052
301500,985,1070
301510,950,1050
301520,868,1030
301530,848,965
301540,923,936
301550,960,1010
301560,963,1019
301570,984,1043
301580,990,1053
301590,991,1065
301600,1001,1072
301610,1016,1086
301620,1027,1101
301630,1014,1098
301640,998,1093
301650,978,1077
301660,973,1063
301670,969,1057
301680,961,1049
301690,960,1043
301700,959,1046
301710,951,1045
301720,948,1040
301730,950,1044
301740,945,1040
301750,948,1036
301760,949,1041
301770,1015,1050
301780,985,1071
301790,944,1047
301800,850,1017
301810,846,951
301820,925,920
301830,956,1004
301840,967,1016
301850,984,1048
301860,988,1053
301870,997,1060
301880,1009,1073
301890,1011,1083
301900,1020,1098
301910,1019,1111
301920,1003,1112
301930,993,1091
301940,993,1076
301950,977,1062
301960,967,1049
301970,964,1047
301980,960,1044
301990,958,1042
302000,960,1041
302010,955,1041
302020,955,1037
302030,957,1039
302040,956,1038
302050,959,1045
302060,1065,1089
302070,1251,1149
302080,954,982
302090,945,1038
302100,938,1029
302110,934,1025
302120,930,1022
302130,920,1016
302140,913,1009
302150,913,1009
302160,909,1003
302170,912,1006
302180,921,1018
302190,935,1030
302200,951,1042
302210,958,1049
302220,958,1050
302230,956,1046
302240,957,1049
302250,955,1048
302260,957,1048
302270,959,1048
302280,954,1051
302290,953,1046
302300,970,1047
302310,974,1044
302320,967,1042
302330,965,1039
302340,964,1039
302350,969,1040
302360,972,1045
302370,1028,1071
302380,1211,1128
302390,1057,988
302400,952,1039
302410,955,1034
302420,949,1032
302430,939,1028
302440,937,1024
302450,933,1026
302460,928,1023
302470,928,1020
302480,929,1026
302490,935,1030
302500,951,1043
302510,964,1053
302520,967,1057
302530,966,1052
302540,963,1051
302550,961,1047
302560,958,1043
302570,961,1049
302580,960,1050
302590,966,1048
302600,963,1047
302610,961,1048
302620,961,1045
302630,974,1046
302640,982,1045
302650,974,1039
302660,971,1039
302670,1175,1166
302680,1008,1068
302690,987,1059
302700,931,1050
302710,968,1067
302720,943,963
302730,961,1030
302740,973,1026
302750,978,1029
302760,976,1028
302770,983,1027
302780,991,1031
302790,993,1030
302800,999,1034
302810,1003,1045
302820,997,1048
302830,991,1050
302840,982,1048
302850,971,1044
302860,970,1037
302870,968,1039
302880,963,1037
302890,963,1037
302900,963,1040
302910,961,1035
302920,962,1032
302930,963,1035
302940,958,1039
302950,958,1033
302960,981,1040
302970,1025,1081
302980,977,1041
302990,934,1020
303000,850,989
303010,869,932
303020,945,912
303030,969,992
303040,975,1006
303050,995,1035
303060,1000,1041
303070,1007,1051
303080,1023,1065
